key,type,summary,date_opened,reporter,parent_key,current_epic,current_status,current_resolution,current_assignee,current_labels,proposed_epic,proposed_status,proposed_resolution,proposed_assignee,cat-*,proj-*,study-*,notes
CDM-625,Task,DELFI-L201 Status Data for ClinOps Reporting Ad Hoc Report,2025-10-28,Eric Dixon,CDM-80,CDM-80,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-cro,study-l201,[Sonnet re-pass] L201 Status Data for ClinOps Reporting Ad Hoc Report — PPD/CRO ad hoc site report.; DELFI-L201 Status Data for ClinOps Reporting Ad Hoc Report
CDM-626,Task,DELFI-L201: Clario Case Tracker - 12MFU Case Tracker,2025-10-30,Eric Dixon,CDM-80,CDM-80,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-metrics,study-l201,DELFI-L201: Clario Case Tracker - 12MFU Case Tracker
CDM-627,Subtask,Fix clario_case_tracker_adsl_12mfu_data_processing() filter issue,2025-10-30,Eric Dixon,CDM-626,CDM-80,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,proj-metrics,study-l201,Fix clario_case_tracker_adsl_12mfu_data_processing() filter; [subtask: parent stays at CDM-626; epic inherited]
CDM-628,Subtask,LTFU Expected Cases: Performed vs Pending Metrics,2025-11-14,Eric Dixon,CDM-625,CDM-80,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-metrics,study-l201,LTFU Expected Cases: Performed vs Pending Metrics; [subtask: parent stays at CDM-625; epic inherited]
CDM-629,Task,DELFI-L201: Protocol Team Ad hoc request,2025-11-20,Eric Dixon,CDM-80,CDM-80,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l201,"[Sonnet re-pass] L201 Protocol Team Ad hoc request — ad hoc data request under DELFI-L201, CPT data.; DELFI-L201: Protocol Team Ad hoc request"
CDM-630,Subtask,DELFI-L201: Increase sleep duration and set reports to run on Saturdays only,2025-12-01,Eric Dixon,CDM-620,CDM-80,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-cro,study-l201,"[Sonnet re-pass] Increase sleep duration, set reports to run Saturdays — sub of L201 PPD site report fix, CRO.; DELFI-L201: Increase sleep duration and set reports to run o; [subtask: parent stays at CDM-620; epic inherited]"
CDM-631,Task,Updates and fixes for L301 DBL,2025-12-08,Erica Peters (inactive),CDM-467,CDM-467,To Do,,Erica Peters,,Pre-2026 Legacy,Dismissed,Won't Do,Erica Peters (inactive),cat-operations,proj-edc,study-l301,[Sonnet re-pass] Updates and fixes for L301 DBL (Database Lock) — DBL is an EDC milestone/activity.; Updates and fixes for L301 DBL
CDM-632,Task,DELFI-L201 LTFU Visit Admin Letter Ad Hoc Site Listing,2025-12-18,Eric Dixon,CDM-80,CDM-80,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-reporting,proj-pipeline,study-l201,DELFI-L201 LTFU Visit Admin Letter Ad Hoc Site Listing
CDM-633,Task,DELFI-L201: Medical History Amendment 3 Field Entry,2026-01-07,Eric Dixon,CDM-80,CDM-80,To Do,,UNASSIGNED,DQR_Listings,CASCADE (L201) Readout,To Do,,Eric Dixon (← reporter),cat-operations,proj-dqr,study-l201,DELFI-L201: Medical History Amendment 3 Field Entry
CDM-634,Task,DELFI-L201: Seqster Data Request v1,2026-01-20,Eric Dixon,CDM-80,CDM-80,Done,Done,Payam Khodabakhshi,,CASCADE (L201) Readout,Done,Done,Payam Khodabakhshi,cat-operations,proj-cpt,study-l201,[Sonnet re-pass] L201 Seqster Data Request v1 — ad hoc clinical data request from CPT dataset.; DELFI-L201: Seqster Data Request v1; no proj-* assigned by classifier — review
CDM-635,Task,DELFI-L101: PPD Report - Missing Data - EDC Release v4,2026-02-01,Eric Dixon,CDM-80,CDM-80,To Do,,Eric Dixon,DQR_Listings,CASCADE (L201) Readout,To Do,,Eric Dixon,cat-reporting,"proj-dqr,proj-edc",study-l201,DELFI-L101: PPD Report - Missing Data - EDC Release v4
CDM-636,Task,DELFI-L201: Update Config to reference latest DBMOD supplemental files,2026-02-01,Eric Dixon,CDM-80,CDM-80,To Do,,Eric Dixon,,CASCADE (L201) Readout,To Do,,Eric Dixon,cat-operations,proj-edc,study-l201,[Sonnet re-pass] Update Config to reference latest DBMOD supplemental files — config referencing DBMOD is explicitly proj-edc.; DELFI-L201: Update Config to reference latest DBMOD suppleme; no proj-* assigned by classifier — review
CDM-637,Task,DELFI-L201: Clario Case Tracker - MM Clario Case Tracker,2026-02-01,Eric Dixon,,,To Do,,UNASSIGNED,,CASCADE (L201) Readout,To Do,,Eric Dixon (← reporter),cat-operations,proj-metrics,study-l201,DELFI-L201: Clario Case Tracker - MM Clario Case Tracker
CDM-638,Task,DELFI-L201: Clario Case Tracker - Confirmed Lung Cancers,2026-02-02,Eric Dixon,CDM-80,CDM-80,To Do,Done,Eric Dixon,"CDM-Tools,DQR_Listings",CASCADE (L201) Readout,To Do,,Eric Dixon,cat-operations,"proj-dqr,proj-metrics,proj-cancer-review",study-l201,DELFI-L201: Clario Case Tracker - Confirmed Lung Cancers
CDM-639,Subtask,Fix - confirmed cancers and non-cancers are not populating in the tables.,2026-02-02,Eric Dixon,CDM-638,CDM-80,To Do,,UNASSIGNED,,CASCADE (L201) Readout,To Do,,Eric Dixon (← reporter),cat-operations,proj-cancer-review,study-l201,Fix - confirmed cancers and non-cancers are not populating i; [subtask: parent stays at CDM-638; epic inherited]
CDM-640,Task,DELFI-L201: Clario Case Tracker - Confirmed Non-Lung Cancers,2026-02-02,Eric Dixon,CDM-80,CDM-80,To Do,Done,Eric Dixon,"CDM-Tools,DQR_Listings",CASCADE (L201) Readout,To Do,,Eric Dixon,cat-operations,"proj-dqr,proj-metrics,proj-cancer-review",study-l201,DELFI-L201: Clario Case Tracker - Confirmed Non-Lung Cancers
CDM-641,Task,DELFI-L201: Clario Case Tracker - MM Provisional Case Tracker ,2026-02-02,Eric Dixon,CDM-80,CDM-80,To Do,Done,Eric Dixon,"CDM-Tools,DQR_Listings",CASCADE (L201) Readout,To Do,,Eric Dixon,cat-operations,"proj-dqr,proj-metrics",study-l201,DELFI-L201: Clario Case Tracker - MM Provisional Case Tracke
CDM-642,Subtask,Updated MM Provisional Case Tracker to include LTFUV cases,2026-02-02,Eric Dixon,CDM-641,CDM-80,To Do,,UNASSIGNED,,CASCADE (L201) Readout,To Do,,Eric Dixon (← reporter),cat-operations,proj-metrics,study-l201,Updated MM Provisional Case Tracker to include LTFUV cases; [subtask: parent stays at CDM-641; epic inherited]
CDM-643,Subtask,Add new columns to subject information table,2026-02-05,Eric Dixon,CDM-174,CDM-80,Done,Done,Eric Dixon,CDM-Tools,CASCADE (L201) Readout,Done,Done,Eric Dixon,cat-operations,proj-cpt,study-l201,"[Sonnet re-pass] Add new columns to subject information table — subtask of L201 Subject Information Table, CPT.; Add new columns to subject information table; no proj-* assigned by classifier — review; [subtask: parent stays at CDM-174; epic inherited]"
CDM-644,Subtask,DELFI-L201 Clean Patient Tracker - edc page status development,2026-02-06,Eric Dixon,CDM-174,CDM-80,To Do,,UNASSIGNED,,CASCADE (L201) Readout,To Do,,Eric Dixon (← reporter),cat-operations,"proj-edc,proj-metrics",study-l201,DELFI-L201 Clean Patient Tracker - edc page status developme; [subtask: parent stays at CDM-174; epic inherited]
CDM-645,Subtask,"Add additional columns for LTFU visit dates, logic for 12 month Not Applicable forms, and Site Level summary sheet",2026-02-19,Eric Dixon,CDM-145,CDM-80,Done,Done,Eric Dixon,,CASCADE (L201) Readout,Done,Done,Eric Dixon,cat-operations,proj-cpt,study-l201,"Add additional columns for LTFU visit dates, logic for 12 mo; [subtask: parent stays at CDM-145; epic inherited]"
CDM-646,Task,Create a daily report for missing pages,2026-02-23,Tony Wu,CDM-80,CDM-80,Done,Done,Tony Wu,,CASCADE (L201) Readout,Done,Done,Tony Wu,cat-reporting,proj-metrics,study-l201,[Sonnet re-pass] Create daily report for missing pages — missing-pages report is explicitly proj-metrics.; Create a daily report for missing pages; no proj-* assigned by classifier — review
CDM-647,Task,DELFI-L201: Inactive Participant List - Add site number column,2026-02-24,Eric Dixon,,,Done,Done,UNASSIGNED,,CASCADE (L201) Readout,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l201,[Sonnet re-pass] L201 Inactive Participant List: Add site number column — participant list is a CPT artifact.; DELFI-L201: Inactive Participant List - Add site number colu; no proj-* assigned by classifier — review
CDM-648,Task,Remove filter for missing pages CPT tab,2026-02-26,Tony Wu,CDM-80,CDM-80,Done,Done,Tony Wu,,CASCADE (L201) Readout,Done,Done,Tony Wu,cat-operations,proj-cpt,study-l201,Remove filter for missing pages CPT tab
CDM-649,Subtask,"Add MM Comments column to the 4 Month Case Tracker, 12 Month Case Tracker, and LTFU Case Tracker",2026-02-26,Eric Dixon,CDM-610,CDM-80,Done,Done,Tony Wu,,CASCADE (L201) Readout,Done,Done,Tony Wu,cat-operations,proj-metrics,study-l201,"Add MM Comments column to the 4 Month Case Tracker, 12 Month; [subtask: parent stays at CDM-610; epic inherited]"
CDM-650,Task,DELFI-L201: Threshold Release - Clinical Data Cleaning Plan,2026-02-26,Eric Dixon,CDM-80,CDM-80,Done,Done,Eric Dixon,"IVD_L201_Validation,threshold_release",CASCADE (L201) Readout,Done,Done,Eric Dixon,cat-operations,"proj-cpt,proj-data-release",study-l201,"[Sonnet re-pass] Threshold Release Clinical Data Cleaning Plan — cleaning toward threshold release, CPT + data-release governance.; DELFI-L201: Threshold Release - Clinical Data Cleaning Plan; no proj-* assigned by classifier — review"
CDM-651,Subtask,DELFI-L201: Threshold Analysis - Draft CDCP & send to team for review,2026-02-26,Eric Dixon,CDM-650,CDM-80,Done,Done,Eric Dixon,,CASCADE (L201) Readout,Done,Done,Eric Dixon,cat-operations,"proj-cpt,proj-data-release",study-l201,[Sonnet re-pass] Draft CDCP for threshold analysis — CDCP drafting is threshold release governance.; DELFI-L201: Threshold Analysis - Draft CDCP & send to team f; no proj-* assigned by classifier — review; [subtask: parent stays at CDM-650; epic inherited]
CDM-652,Subtask,DELFI-L201: Threshold Analysis - Team review of draft CDCP,2026-02-26,Eric Dixon,CDM-650,CDM-80,Done,Done,Eric Dixon,,CASCADE (L201) Readout,Done,Done,Eric Dixon,cat-operations,"proj-cpt,proj-data-release",study-l201,"[Sonnet re-pass] Team review of draft CDCP — CDCP review subtask, threshold release process.; DELFI-L201: Threshold Analysis - Team review of draft CDCP; no proj-* assigned by classifier — review; [subtask: parent stays at CDM-650; epic inherited]"
CDM-653,Subtask,DELFI-L201: Threshold Analysis - Incorporate feedback on CDCP,2026-02-26,Eric Dixon,CDM-650,CDM-80,Done,Done,Eric Dixon,,CASCADE (L201) Readout,Done,Done,Eric Dixon,cat-operations,"proj-cpt,proj-data-release",study-l201,"[Sonnet re-pass] Incorporate feedback on CDCP — CDCP revision subtask, threshold release process.; DELFI-L201: Threshold Analysis - Incorporate feedback on CDC; no proj-* assigned by classifier — review; [subtask: parent stays at CDM-650; epic inherited]"
CDM-654,Subtask,DELFI-L201: Threshold Analysis - Finalize and Sign CDCP,2026-02-26,Eric Dixon,CDM-650,CDM-80,Done,Done,Eric Dixon,,CASCADE (L201) Readout,Done,Done,Eric Dixon,cat-operations,"proj-cpt,proj-data-release",study-l201,"[Sonnet re-pass] Finalize and Sign CDCP — CDCP sign-off, threshold release governance.; DELFI-L201: Threshold Analysis - Finalize and Sign CDCP; no proj-* assigned by classifier — review; [subtask: parent stays at CDM-650; epic inherited]"
CDM-655,Task,DELFI-L201: Threshold Release - Cleaning Activities,2026-02-26,Eric Dixon,CDM-80,CDM-80,Refining,,UNASSIGNED,"IVD_L201_Validation,threshold_release",CASCADE (L201) Readout,To Do,,Eric Dixon (← reporter),cat-operations,"proj-cpt,proj-data-release",study-l201,"[Sonnet re-pass] Threshold Release Cleaning Activities — data cleaning toward threshold release, CPT scope.; DELFI-L201: Threshold Release - Cleaning Activities; Refining → To Do; no proj-* assigned by classifier — review"
CDM-656,Subtask,DELFI-L201: Threshold Release - Create Clean Patient Tracker for study level clean status metrics,2026-02-26,Eric Dixon,CDM-655,CDM-80,To Do,,Eric Dixon,,CASCADE (L201) Readout,To Do,,Eric Dixon,cat-operations,proj-metrics,study-l201,DELFI-L201: Threshold Release - Create Clean Patient Tracker; [subtask: parent stays at CDM-655; epic inherited]
CDM-657,Subtask,DELFI-L201: Threshold Release - Add clean patient tracker columns for clean status specific to the threshold release,2026-02-26,Eric Dixon,CDM-655,CDM-80,Done,Done,Eric Dixon,,CASCADE (L201) Readout,Done,Done,Eric Dixon,cat-operations,proj-metrics,study-l201,DELFI-L201: Threshold Release - Add clean patient tracker co; [subtask: parent stays at CDM-655; epic inherited]
CDM-658,Subtask,DELFI-L201: Threshold Release - All Data Quality Reviews in Reviewed-Queried State and all queries issued,2026-02-26,Eric Dixon,CDM-655,CDM-80,To Do,,Eric Dixon,,CASCADE (L201) Readout,To Do,,Eric Dixon,cat-operations,"proj-dqr,proj-cpt,proj-data-release",study-l201,"[Sonnet re-pass] All DQRs in Reviewed-Queried state, queries issued — DQR milestone for threshold release.; DELFI-L201: Threshold Release - All Data Quality Reviews in ; no proj-* assigned by classifier — review; [subtask: parent stays at CDM-655; epic inherited]"
CDM-659,Subtask,DELFI-L201: Threshold Release - All Data Quality Reviews in Reviewed Status and Answered Queries Closed,2026-02-26,Eric Dixon,CDM-655,CDM-80,To Do,,Eric Dixon,,CASCADE (L201) Readout,To Do,,Eric Dixon,cat-operations,"proj-dqr,proj-cpt,proj-data-release",study-l201,"[Sonnet re-pass] All DQRs in Reviewed status, answered queries closed — DQR completion for threshold release.; DELFI-L201: Threshold Release - All Data Quality Reviews in ; no proj-* assigned by classifier — review; [subtask: parent stays at CDM-655; epic inherited]"
CDM-660,Task,DELFI-L201: Threshold Release - Clinical Data Snapshot Activities,2026-02-26,Eric Dixon,CDM-80,CDM-80,To Do,,UNASSIGNED,"IVD_L201_Validation,threshold_release",CASCADE (L201) Readout,To Do,,Eric Dixon (← reporter),cat-operations,"proj-cpt,proj-pipeline,proj-data-release",study-l201,[Sonnet re-pass] Threshold Release Clinical Data Snapshot Activities — snapshot generation is pipeline + CPT.; DELFI-L201: Threshold Release - Clinical Data Snapshot Activ; no proj-* assigned by classifier — review
CDM-661,Subtask,Generate s3 folder locations for L201 Clinical Data,2026-02-26,Eric Dixon,CDM-660,CDM-80,To Do,,UNASSIGNED,,CASCADE (L201) Readout,To Do,,Eric Dixon (← reporter),cat-operations,"proj-pipeline,proj-data-release",study-l201,"[Sonnet re-pass] Generate S3 folder locations for L201 clinical data — S3 folder setup for data release, pipeline.; Generate s3 folder locations for L201 Clinical Data; no proj-* assigned by classifier — review; [subtask: parent stays at CDM-660; epic inherited]"
CDM-662,Subtask,Draft and circulate the Clinical Data Snapshot Release Approval for team review,2026-02-26,Eric Dixon,CDM-660,CDM-80,To Do,,UNASSIGNED,,CASCADE (L201) Readout,To Do,,Eric Dixon (← reporter),cat-operations,proj-data-release,study-l201,Draft and circulate the Clinical Data Snapshot Release Appro; no proj-* assigned by classifier — review; [subtask: parent stays at CDM-660; epic inherited]
CDM-663,Subtask,Finalize and Sign the Clinical Data Snapshot Release Approval form,2026-02-26,Eric Dixon,CDM-660,CDM-80,To Do,,UNASSIGNED,,CASCADE (L201) Readout,To Do,,Eric Dixon (← reporter),cat-operations,proj-data-release,study-l201,Finalize and Sign the Clinical Data Snapshot Release Approva; no proj-* assigned by classifier — review; [subtask: parent stays at CDM-660; epic inherited]
CDM-664,Subtask,DELFI-L201: The deprecate ad hoc site specific google sheet write out,2026-02-26,Eric Dixon,CDM-616,CDM-80,Done,Done,Tony Wu,,CASCADE (L201) Readout,Done,Done,Tony Wu,cat-operations,proj-pipeline,study-l201,LTFUV1 ad-hoc Google sheet deprecation; operations work; [subtask: parent stays at CDM-616; epic inherited]
CDM-665,Subtask,Complete Snapshot of Clinical Data Sets and supplemental files. ,2026-02-26,Eric Dixon,CDM-660,CDM-80,To Do,,UNASSIGNED,,CASCADE (L201) Readout,To Do,,Eric Dixon (← reporter),cat-reporting,"proj-cpt,proj-pipeline,proj-data-release",study-l201,"[Sonnet re-pass] Complete Snapshot of Clinical Data Sets and supplemental files — snapshot generation, pipeline+CPT.; Clinical data snapshot delivery for threshold release; no proj-* assigned by classifier — review; [subtask: parent stays at CDM-660; epic inherited]"
CDM-666,Task,Resolve multiple cancer records for Clario derivation in l201datar,2026-03-02,Tony Wu,CDM-80,CDM-80,Done,Done,Tony Wu,,CASCADE (L201) Readout,Done,Done,Tony Wu,cat-operations,proj-cancer-review,study-l201,Cancer record resolution in Clario derivation
CDM-667,Subtask,Add unresolved queries sheet and pending sdv pages sheet,2026-03-03,Eric Dixon,CDM-145,CDM-80,Done,Done,Eric Dixon,,CASCADE (L201) Readout,Done,Done,Eric Dixon,cat-reporting,proj-cpt,study-l201,CPT tracker sheets for queries and SDV pages; [subtask: parent stays at CDM-145; epic inherited]
CDM-668,Subtask,Create clean status column for threshold requirements based on the Clinical Data Cleaning Plan,2026-03-03,Eric Dixon,CDM-145,CDM-80,Done,Done,Eric Dixon,,CASCADE (L201) Readout,Done,Done,Eric Dixon,cat-reporting,proj-cpt,study-l201,CPT clean status column per cleaning plan; [subtask: parent stays at CDM-145; epic inherited]
CDM-669,Subtask,"Add new manually actioned column called ""Staging Information"" to the 4 Month Case Tracker, 12 Month Case Tracker, and LTFU Case Tracker",2026-03-03,Eric Dixon,CDM-610,CDM-80,Done,Done,Tony Wu,,CASCADE (L201) Readout,Done,Done,Tony Wu,cat-reporting,proj-metrics,study-l201,Clario case tracker staging information column; [subtask: parent stays at CDM-610; epic inherited]
CDM-670,Subtask,Investigate and remove participants without eval flags from CPT,2026-03-04,Eric Dixon,CDM-145,CDM-80,Done,Done,Tony Wu,,CASCADE (L201) Readout,Done,Done,Tony Wu,cat-operations,proj-cpt,study-l201,CPT data cleanup removing invalid participants; [subtask: parent stays at CDM-145; epic inherited]
CDM-671,Task,DELFI-L201: Ad hoc site 1037 report,2026-03-05,Eric Dixon,,,Done,Done,Eric Dixon,,CASCADE (L201) Readout,Done,Done,Eric Dixon,cat-reporting,proj-cro,study-l201,[Sonnet re-pass] L201 Ad hoc site 1037 report — ad hoc site-level report for PPD/CRO.; Ad hoc site 1037 report delivery; no proj-* assigned by classifier — review
CDM-672,Subtask,Sub-Solid Nodule Flag,2026-03-11,Eric Dixon,CDM-597,CDM-80,Done,Done,Payam Khodabakhshi,,CASCADE (L201) Readout,Done,Done,Payam Khodabakhshi,cat-reporting,proj-dqr,study-l201,Sub-solid nodule flag in PPD ad-hoc listing; [subtask: parent stays at CDM-597; epic inherited]
CDM-673,Task,L201 Ad Hoc Listing Request for SEQSTER TRB,2026-03-18,Sarah Merrill,CDM-80,CDM-80,Done,Done,Eric Dixon,review,CASCADE (L201) Readout,Done,Done,Eric Dixon,cat-reporting,proj-cpt,study-l201,[Sonnet re-pass] L201 Ad Hoc Listing Request for SEQSTER TRB — ad hoc listing pulling from CPT/participant data.; Ad hoc listing for TRB; delivers tracking data; no proj-* assigned by classifier — review
CDM-674,Subtask,Add LTFU D912 completion / data entry status columns to CPT,2026-03-18,Eric Dixon,CDM-145,CDM-80,Done,Done,Eric Dixon,,CASCADE (L201) Readout,Done,Done,Eric Dixon,cat-reporting,proj-cpt,study-l201,CPT columns for LTFU D912 status tracking; [subtask: parent stays at CDM-145; epic inherited]
